Période,Trimestre,Nom du bénéficiaire,Ville,Province,Pays,Titre,Langue,Genre,Date,Valeur finale,Valeur originale,Type,Objectif, 
2012-2013,P4,Blackbird Pictures (Nova Scotia) Inc.,Halifax,Nouvelle-Écosse,Canada,MOMA screening of BLACKBIRD,Anglais,Drame,2013-03-07,1310.00,1310.00,Contribution,Programme de mise en marché à l'international,
2012-2013,P4,1535790 Ontario Inc.,Toronto,Ontario,Canada,Our Man In Tehran,Anglais,Documentaire,2013-03-07,125000.00,125000.00,Investissement,Programme pour le long métrage documentaire,
2012-2013,P4,Alliance numérique,Montréal,Québec,Canada,MTL DGTL 2012,Français,0,2013-03-08,15000.00,15000.00,Contribution,Programme de promotion,
2012-2013,P4,Yukon Film Society,Whitehorse,Yukon,Canada,Grub-Stake Revisited Presentation Tours (The),Anglais,0,2013-03-08,5000.00,5000.00,Contribution,Programme de promotion,
2012-2013,P4,Yukon Film Society,Whitehorse,Yukon,Canada,Available Light Film Festival 2013,Anglais,0,2013-03-08,12500.00,12500.00,Contribution,Programme de promotion,
2012-2013,P4,On Screen Manitoba ,Winnipeg,Manitoba,Canada,All Access 2013,Anglais,0,2013-03-08,12000.00,12000.00,Contribution,Programme de promotion,
2012-2013,P4,Creative Women Workshops Association,North Vancouver,Colombie-Britannique,Canada,Women In the Director's Chair (WIDC) Program 2013,Anglais,0,2013-03-08,65000.00,65000.00,Contribution,Programme de promotion,
2012-2013,P4,8290849 Canada Inc,Montréal,Québec,Canada,Tom à la ferme,Français,Drame,2013-03-11,100000.00,0.00,Avance remboursable,Mini-traités,
2012-2013,P4,Films Séville Inc. (Les) / Seville Pictures Inc.,Montréal,Québec,Canada,Molly Maxwell,Anglais,Drame,2013-03-11,900.00,900.00,Contribution,Programme de mise en marché à l'international,
2012-2013,P4,Vivatoon Inc.,Montréal,Québec,Canada,Bali II (épisodes 53 à 104),Français,Enfants,2013-03-12,30000.00,0.00,Avance remboursable,Mini-traités,
2012-2013,P4,FIRST WEEKEND CLUB,North Vancouver,Colombie-Britannique,Canada,CanadaScreens.ca,Anglais,0,2013-03-12,25000.00,25000.00,Contribution,Programme de promotion,
2012-2013,P4,Ciné Québec,Boucherville,Québec,Canada,Ciné-Québec 2013,Français,0,2013-03-13,25000.00,25000.00,Contribution,Programme de promotion,
2012-2013,P4,Reprise Films Inc.,Ville Mont-Royal,Québec,Canada,Avant que mon coeur bascule,Français,Drame,2013-03-13,930.00,930.00,Contribution,Programme de mise en marché à l'international,
2012-2013,P4,Scythia Films Inc.,Toronto,Ontario,Canada,Portfolio 2012-2013 Scythia Films Inc.,Anglais,Drame,2013-03-14,15000.00,30000.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 14-MAR-13
2012-2013,P4,Scythia Films Inc.,Toronto,Ontario,Canada,Portfolio 2012-2013 Scythia Films Inc.,Anglais,Mystère/Crime/Police,2013-03-14,30000.00,30000.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 14-MAR-13
2012-2013,P4,Funfilm Distribution Inc.,Montréal,Québec,Canada,Météore (Le),Français,Drame,2013-03-14,1600.00,1600.00,Contribution,Programme de mise en marché à l'international,
2012-2013,P4,Shocking Buckwheat Pictures Inc.,Vancouver,Colombie-Britannique,Canada,Naked Night Bike,Anglais,Comédie,2013-03-19,38000.00,38000.00,Avance remboursable,Programme d'aide à la production,
2012-2013,P4,Alberta Media Production Industries  Association (AMPIA),Edmonton,Alberta,Canada,AMPIA Professional Development Initiatives - 2013,Anglais,0,2013-03-19,20000.00,20000.00,Contribution,Programme de promotion,
2012-2013,P4,Medium Density Fibreboard Films Inc.,Toronto,Ontario,Canada,Tower,Anglais,Drame,2013-03-20,12300.00,10000.00,Contribution,Programme de mise en marché à l'international,Contrat amendé signé le 26-JUL-12
2012-2013,P4,Rhombus Hyena Inc.,Toronto,Ontario,Canada,Hyena Road,Anglais,Drame,2013-03-20,3977948.00,3977948.00,Investissement,Programme d'aide à la production,
2012-2013,P4,The Coup Company Ltd. ,Vancouver,Colombie-Britannique,Canada,CineCoup/Cineplex Teaser,Anglais,0,2013-03-21,10000.00,10000.00,Contribution,Programme de promotion,
2012-2013,P4,Brightlight Pictures Development Inc.,Burnaby,Colombie-Britannique,Canada,Portfolio 2012-2013 Brightlight Pictures Development Inc.,Anglais,Action/Aventure,2013-03-22,22960.00,93631.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 22-MAR-13
2012-2013,P4,Brightlight Pictures Development Inc.,Burnaby,Colombie-Britannique,Canada,Portfolio 2012-2013 Brightlight Pictures Development Inc.,Anglais,Comédie romantique,2013-03-22,40785.00,93631.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 22-MAR-13
2012-2013,P4,Brightlight Pictures Development Inc.,Burnaby,Colombie-Britannique,Canada,Portfolio 2012-2013 Brightlight Pictures Development Inc.,Anglais,Drame historique,2013-03-22,49416.00,93631.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 22-MAR-13
2012-2013,P4,Brightlight Pictures Development Inc.,Burnaby,Colombie-Britannique,Canada,Portfolio 2012-2013 Brightlight Pictures Development Inc.,Anglais,Horreur/Suspense,2013-03-22,93631.00,93631.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 22-MAR-13
2012-2013,P4,Mehr Media Inc.,Vancouver,Colombie-Britannique,Canada,Kayan,Anglais,Drame,2013-03-22,6500.00,6500.00,Contribution,Programme de mise en marché à l'international,
2012-2013,P4,Front des réalisateurs indépendants du Canada (FRIC),Ottawa,Ontario,Canada,Programme de formation et développement professionnel 2012-13,Français,0,2013-03-22,20000.00,20000.00,Contribution,Programme de promotion,
2012-2013,P4,Association des Producteurs de Films et de TV du Québec,Montréal,Québec,Canada,Congrès APFTQ 2012,Français,0,2013-03-22,6600.00,6600.00,Contribution,Programme de promotion,
2012-2013,P4,Red Cedar Films (Shana) Inc.,Vancouver,Colombie-Britannique,Canada,Shana - The Wolf's Music,Anglais,Drame,2013-03-25,140200.00,100000.00,Investissement,Programme d'aide à la production,Contrat amendé signé le 06-NOV-12
2012-2013,P4,Alliance Vivafilm Inc.,Montréal,Québec,Canada,Légende de Sarila (La),Anglais,Drame,2013-03-25,149580.00,149580.00,Avance remboursable,Programme de mise en marché,
2012-2013,P4,Microscope inc.,Montréal,Québec,Canada,Tu dors Nicole,Français,Drame,2013-03-25,1747503.00,1747503.00,Investissement,Programme d'aide à la production,
2012-2013,P4,D Films Corporation,Toronto,Ontario,Canada,Roller Town,Anglais,Comédie,2013-03-26,160671.00,385341.00,Avance remboursable,Programme de mise en marché,Contrat amendé signé le 16-AUG-11
2012-2013,P4,D Films Corporation,Toronto,Ontario,Canada,Winnie,Anglais,Drame historique,2013-03-26,109389.00,314779.00,Avance remboursable,Programme de mise en marché,Contrat amendé signé le 31-JAN-12
2012-2013,P4,Brother Productions Inc.,North Vancouver,Colombie-Britannique,Canada,Brother (The),Anglais,Drame,2013-03-27,620000.00,620000.00,Investissement,Programme d'aide à la production,
2012-2013,P4,Happiness Productions Inc.,Vancouver,Colombie-Britannique,Canada,Hector and the Search for Happiness,Anglais,Drame,2013-03-27,1500000.00,1500000.00,Investissement,Programme d'aide à la production,
2012-2013,P4,Screen Siren Documentary Inc.,Vancouver,Colombie-Britannique,Canada,Some Kind Of Love,Anglais,Documentaire,2013-03-27,75000.00,75000.00,Investissement,Programme pour le long métrage documentaire,
2012-2013,P4,OC Films (Canada) Inc.,Montréal,Québec,Canada,Outcast,Anglais,Action/Aventure,2013-03-27,2000000.00,2000000.00,Investissement,Programme d'aide à la production,
2013-2014,P1,D Films Corporation,Toronto,Ontario,Canada,Revolution,Anglais,Documentaire,2013-04-11,1107376.00,37500.00,Avance remboursable,Programme de mise en marché,Contrat amendé signé le 26-OCT-12
2013-2014,P1,"Momentum Pictures (Canada), Inc.",Toronto,Ontario,Canada,Dead Before Dawn 3D,Anglais,Comédie,2013-04-12,135000.00,135000.00,Avance remboursable,Programme de mise en marché,
2013-2014,P1,Mongrel Media Inc.,Toronto,Ontario,Canada,Still Mine,Anglais,Drame,2013-04-15,632075.00,50000.00,Avance remboursable,Programme de mise en marché,Contrat amendé signé le 05-FEB-13
2013-2014,P1,Zoofilms Inc.,Mansonville,Québec,Canada,CHIENS SALES (LES),Français,Film musical,2013-04-16,41494.00,25000.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 14-JUL-08
2013-2014,P1,1987 Inc.,Montréal,Québec,Canada,1987,Français,Comédie,2013-04-17,1250000.00,1250000.00,Investissement,Programme d'aide à la production,
2013-2014,P1,White Pine Pictures Inc.,Toronto,Ontario,Canada,"Fight Like Soldiers, Die Like Children",Anglais,Documentaire,2013-04-18,41700.00,41700.00,Avance remboursable,Programme de mise en marché,
2013-2014,P1,Pacific Northwest Pictures Inc.,Vancouver,Colombie-Britannique,Canada,Cas & Dylan,Anglais,Comédie,2013-04-19,13500.00,13500.00,Avance remboursable,Programme de mise en marché,
2013-2014,P1,FIRST WEEKEND CLUB,North Vancouver,Colombie-Britannique,Canada,CanadaScreens.ca,Anglais,0,2013-04-26,35000.00,25000.00,Contribution,Programme de promotion,Contrat amendé signé le 12-MAR-13
2013-2014,P1,Corporation de développement et de production ACPAV Inc.,Montréal,Québec,Canada,LOUPS (LES),Français,Drame,2013-04-26,790000.00,790000.00,Avance remboursable,Programme d'aide à la production,
2013-2014,P1,PCF Dr Cabbie Le Film Inc./PCF Dr Cabbie The Movie Inc.,Oakville,Ontario,Canada,Dr. Cabbie,Anglais,Comédie,2013-04-29,4000000.00,4000000.00,Investissement,Programme d'aide à la production,
2013-2014,P1,Zone3 Inc.,Montréal,Québec,Canada,Une par jour,Français,Comédie,2013-04-30,46000.00,30000.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 25-MAY-09
2013-2014,P1,Productions England-Girard Inc.,Saint-Hilaire,Québec,Canada,Henry,Français,Drame,2013-04-30,14849.00,14849.00,Contribution,Programme de mise en marché à l'international,
2013-2014,P1,Corporation de développement et de production ACPAV Inc.,Montréal,Québec,Canada,Loups (Les),Français,Drame,2013-05-03,200000.00,0.00,Avance remboursable,Mini-traités,
2013-2014,P1,A71 Entertainment Inc.,Toronto,Ontario,Canada,Blackbird,Anglais,Drame,2013-05-03,150000.00,150000.00,Avance remboursable,Programme de mise en marché,
2013-2014,P1,Forum Films (Roses) Inc.,Montréal,Québec,Canada,Petite Reine (La),Français,Drame,2013-05-03,1400000.00,1400000.00,Investissement,Programme d'aide à la production,
2013-2014,P1,Filmoption International inc.,Westmount,Québec,Canada,Good lie (The) (aka Rose by Name),Anglais,Horreur/Suspense,2013-05-06,120883.00,120883.00,Avance remboursable,Programme de mise en marché,
2013-2014,P1,Secret Trial 5 Productions Inc.,Toronto,Ontario,Canada,Secret Trial 5 (The),Anglais,Documentaire,2013-05-08,120000.00,120000.00,Contribution,Programme de production à micro-budget,
2013-2014,P1,What We Have Productions Inc.,Toronto,Ontario,Canada,What We Have,Anglais,Drame,2013-05-08,120000.00,120000.00,Contribution,Programme de production à micro-budget,
2013-2014,P1,Alliance Vivafilm Inc.,Montréal,Québec,Canada,MARS ET AVRIL,Français,Science-fiction/Film fantastique/Conte,2013-05-16,38848.00,42033.00,Avance remboursable,Programme de mise en marché,Contrat amendé signé le 19-DEC-12
2013-2014,P1,"St. John's International Women's Film Festival, Inc.",St. John's,Terre-Neuve/Labrador,Canada,24th Annual St. John's International Women's Film Festival (2013),Anglais,0,2013-05-21,17668.00,17668.00,Contribution,Programme de promotion,
2013-2014,P1,Midsun Productions (Quebec) Inc.,Montréal,Québec,Canada,Midnight Sun,Anglais,Action/Aventure,2013-05-21,2200000.00,2200000.00,Investissement,Programme d'aide à la production,
2013-2014,P1,Item 7 Inc.,Montréal,Québec,Canada,Rebelle (aka Komona),Français,Drame,2013-05-28,22885.00,25000.00,Avance remboursable,Programme de mise en marché à l'international,Contrat amendé signé le 14-MAR-12
2013-2014,P1,Short Stop Pictures VI Ltd.,Halifax,Nouvelle-Écosse,Canada,Short Film Face Off Season Six (2013),Anglais,0,2013-05-28,30000.00,30000.00,Contribution,Programme de promotion,
2013-2014,P1,Cinémaginaire inc.,Montréal,Québec,Canada,Portfolio 2013-2014 Cinémaginaire Inc.,Français,Action/Aventure,2013-05-29,85700.00,116790.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 29-MAY-13
2013-2014,P1,Cinémaginaire inc.,Montréal,Québec,Canada,Portfolio 2013-2014 Cinémaginaire Inc.,Français,Comédie,2013-05-29,116790.00,116790.00,Avance remboursable,Programme d'aide au développement,Contrat amendé signé le 29-MAY-13
2013-2014,P1,Film Fabuleux inc.,Montréal,Québec,Canada,Le vrai du faux (aka Furie),Français,Comédie,2013-05-29,2900000.00,2900000.00,Avance remboursable,Programme d'aide à la production,
2013-2014,P1,Atlantic Film Festival Association,Halifax,Nouvelle-Écosse,Canada,Atlantic Film Festival -Strategic Partners 2013,Anglais,0,2013-05-29,168929.00,168929.00,Contribution,Programme de promotion,
2013-2014,P1,Alliance Vivafilm Inc.,Montréal,Québec,Canada,Cyanure,Français,Drame,2013-05-30,14706.00,14706.00,Avance remboursable,Programme de mise en marché,
2013-2014,P1,8469113 Canada Inc.,Toronto,Ontario,Canada,Pretend We're Kissing,Anglais,Comédie romantique,2013-05-30,120000.00,120000.00,Contribution,Programme de production à micro-budget,
2013-2014,P1,9195-7050 Québec inc.,Montréal,Québec,Canada,Louis Cyr,Français,Drame historique,2013-05-31,3500000.00,3450000.00,Investissement,Programme d'aide à la production,Contrat amendé signé le 22-JUN-12
2013-2014,P1,Académie canadienne du cinéma et de la télévision / Academy of Canadian cinema and Television ,Toronto,Ontario,Canada,Tournoi de golf de l'ACCT 2013 (21e),Français,0,2013-05-31,5000.00,5000.00,Contribution,Programme de promotion,
2013-2014,P1,Association des propriétaires de cinémas du Québec,Montréal,Québec,Canada,APCQ 2013 - SOUPER ANNUEL ,Français,0,2013-05-31,5000.00,5000.00,Contribution,Programme de promotion,
2013-2014,P1,Association des Producteurs de Films et de TV du Québec,Montréal,Québec,Canada,Congrès APFTQ 2013,Français,0,2013-05-31,6600.00,6600.00,Contribution,Programme de promotion,
2013-2014,P1,Fondation Québec cinéma,Montréal,Québec,Canada,Rendez-vous du cinéma québécois 2014 (32e),Français,0,2013-05-31,107405.00,107405.00,Contribution,Programme de promotion,
2013-2014,P1,Fondation Québec cinéma,Montréal,Québec,Canada,Tournée des Rendez-vous du cinéma québécois 2013-14 (La),Français,0,2013-05-31,57600.00,57600.00,Contribution,Programme de promotion,
2013-2014,P1,9256-5456 Québec Inc.,Montréal,Québec,Canada,STAY,Anglais,Drame,2013-06-03,750000.00,700000.00,Investissement,Programme d'aide à la production,Contrat amendé signé le 02-MAR-12
2013-2014,P1,Entertainment One Films Canada Inc.,Toronto,Ontario,Canada,Samaritan (The),Anglais,Horreur/Suspense,2013-06-03,205659.00,17500.00,Avance remboursable,Programme de mise en marché,Contrat amendé signé le 08-MAY-12
2013-2014,P1,Whistler Film Festival Society,Whistler,Colombie-Britannique,Canada,Whistler Film Festival and Whistler Summit 2013,Anglais,0,2013-06-03,35000.00,35000.00,Contribution,Programme de promotion,
2013-2014,P1,Festival du nouveau cinéma de Montréal ,Montréal,Québec,Canada,Festival du nouveau cinéma de Montréal 2013 (42e),Français,0,2013-06-03,176920.00,176920.00,Contribution,Programme de promotion,
2013-2014,P1,Alliance Films Inc.,Montréal,Québec,Canada,Inescapable,Anglais,Drame,2013-06-04,314254.00,321560.00,Avance remboursable,Programme de mise en marché,Contrat amendé signé le 08-NOV-12
2013-2014,P1,Centre du Cinéma Parallèle Inc.,Montréal,Québec,Canada,Cinéma Parallèle - programmation annuelle canadienne 2013,Français,0,2013-06-04,30000.00,30000.00,Contribution,Programme de promotion,
2013-2014,P1,Entertainment One Films Canada Inc.,Toronto,Ontario,Canada,388 Arletta Ave,Anglais,Horreur/Suspense,2013-06-05,43137.00,56250.00,Avance remboursable,Programme de mise en marché,Contrat amendé signé le 25-SEP-12
2013-2014,P1,Cinéfest: The Sudbury Film Festival Inc.,Sudbury,Ontario,Canada,Cinéfest Sudbury International Film Festival 2013,Anglais,0,2013-06-06,55000.00,55000.00,Contribution,Programme de promotion,
2013-2014,P1,Sex & Sunsets Productions Inc.,Toronto,Ontario,Canada,Right Kind of Wrong (The),Anglais,Comédie romantique,2013-06-07,7500000.00,6722577.00,Investissement,Programme d'aide à la production,Contrat amendé signé le 20-AUG-12
2013-2014,P1,Association des cinémas parallèles du Québec,Montréal,Québec,Canada,Réseau Plus de l'ACPQ 2013-2014,Français,0,2013-06-07,95000.00,95000.00,Contribution,Programme de promotion,
2013-2014,P1,FIRST WEEKEND CLUB,North Vancouver,Colombie-Britannique,Canada,First Weekend Club,Anglais,0,2013-06-10,106080.00,106080.00,Contribution,Programme de promotion,
2013-2014,P1,9278-9791 Québec inc.,Montréal,Québec,Canada,Qu'est-ce qu'on fait ici?,Français,Comédie,2013-06-11,560000.00,560000.00,Investissement,Programme d'aide à la production,
2013-2014,P1,Remstar Films Inc.,Montréal,Québec,Canada,JOUR DES CORNEILLES (LE),Français,Science-fiction/Film fantastique/Conte,2013-06-12,21941.00,73280.00,Avance remboursable,Programme de mise en marché,Contrat amendé signé le 07-JUN-12
2013-2014,P1,Festival du nouveau cinéma de Montréal ,Montréal,Québec,Canada,Cartes blanches 2013-2014,Français,0,2013-06-12,20000.00,20000.00,Contribution,Programme de promotion,
2013-2014,P1,Rencontres internationales du documentaire de Montréal,Montréal,Québec,Canada,Recontres internationales du documentaire de Montréal 2013 (16e) - Doc Circuit Montréal (9e),Français,0,2013-06-12,59275.00,59275.00,Contribution,Programme de promotion,
